HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457420.65322,2016-02-02.1500246,be,1.46,17.458,13.450,0.005,15.995,0.080,V
2457423.73800,2016-02-05.2347686,be,1.61,17.483,13.469,0.005,15.718,0.078,V
2457427.74575,2016-02-09.2424986,be,1.50,17.615,13.489,0.005,15.434,0.069,V
2457429.64266,2016-02-11.1394039,be,1.65,17.522,13.465,0.005,15.776,0.075,V
2457436.70565,2016-02-18.2024037,be,1.68,17.139,13.493,0.008,15.365,0.107,V
2457439.80248,2016-02-21.2992631,be,1.53,16.793,13.504,0.011,15.210,0.147,V
2457442.66337,2016-02-24.1601706,be,1.46,16.851,13.502,0.010,15.247,0.139,V
2457445.78982,2016-02-27.2866668,be,1.43,17.071,13.506,0.008,15.184,0.114,V
2457447.78828,2016-02-29.2851586,be,1.46,17.087,13.479,0.008,15.566,0.112,V
2457448.74960,2016-03-01.2464864,be,1.54,17.489,13.493,0.005,15.378,0.077,V
2457449.71905,2016-03-02.2159606,be,1.51,17.509,13.493,0.005,15.368,0.076,V
2457457.58613,2016-03-10.0832032,be,1.57,17.678,13.475,0.005,15.622,0.065,V
2457461.71867,2016-03-14.2158586,be,1.53,17.598,13.469,0.005,15.715,0.070,V
2457466.73463,2016-03-19.2319766,be,1.69,16.931,13.480,0.009,15.559,0.130,V
2457471.53892,2016-03-24.0364349,be,1.53,17.054,13.480,0.008,15.551,0.116,V
2457477.70449,2016-03-30.2022394,be,1.46,17.288,13.509,0.007,15.142,0.093,V
2457478.66582,2016-03-31.1636084,be,1.44,17.582,13.460,0.005,15.839,0.071,V
2457479.61089,2016-04-01.1087197,be,1.53,17.884,13.477,0.004,15.594,0.054,V
2457486.67880,2016-04-08.1769361,be,1.45,17.633,13.493,0.005,15.377,0.068,V
2457526.55453,2016-05-18.0547896,be,1.55,17.071,13.450,0.008,15.992,0.114,V
2457536.51358,2016-05-28.0143950,be,1.55,17.394,13.492,0.006,15.388,0.085,V
2457550.49272,2016-06-10.9942658,be,2.13,17.419,13.457,0.006,15.891,0.083,V
2457557.45269,2016-06-17.9545756,be,1.54,17.215,13.478,0.007,15.579,0.100,V
2457632.91897,2016-09-01.4221672,be,1.62,16.102,13.448,0.019,16.022,0.278,V
2457633.91509,2016-09-02.4182773,be,2.08,16.967,13.489,0.009,15.426,0.125,V
2457636.90850,2016-09-05.4116282,be,1.54,17.196,13.458,0.007,15.880,0.102,V
2457638.90522,2016-09-07.4082998,be,1.48,17.357,13.493,0.006,15.375,0.087,V
2457641.89464,2016-09-10.3976549,be,1.49,17.446,13.478,0.006,15.592,0.081,V
2457659.86667,2016-09-28.3691118,be,1.45,17.409,13.462,0.006,15.818,0.083,V
2457663.85017,2016-10-02.3524513,be,1.68,17.446,13.459,0.006,15.862,0.081,V
2457669.83383,2016-10-08.3358517,be,1.60,17.611,13.467,0.005,15.745,0.069,V
2457671.82861,2016-10-10.3305371,be,1.60,17.044,13.484,0.008,15.494,0.117,V
2457674.83663,2016-10-13.3384069,be,1.62,17.453,13.496,0.006,15.335,0.080,V
2457686.86765,2016-10-25.3688109,be,1.47,17.491,13.478,0.005,15.581,0.077,V
2457687.78858,2016-10-26.2897002,be,1.69,17.661,13.469,0.005,15.722,0.066,V
2457690.77488,2016-10-29.2758285,be,1.65,17.485,13.454,0.005,15.936,0.078,V
2457693.76919,2016-11-01.269975,be,1.50,17.504,13.500,0.005,15.278,0.076,V
2457696.77115,2016-11-04.2717672,be,1.52,17.668,13.473,0.005,15.656,0.066,V
2457699.75173,2016-11-07.2521733,be,1.66,17.363,13.456,0.006,15.901,0.087,V
2457700.80789,2016-11-08.3082747,be,2.03,17.728,13.482,0.004,15.531,0.062,V
2457710.85480,2016-11-18.3546118,be,1.45,17.162,13.488,0.007,15.443,0.105,V
2457713.77585,2016-11-21.2754996,be,1.56,17.513,13.488,0.005,15.446,0.076,V
2457716.77804,2016-11-24.2775187,be,1.70,17.763,13.474,0.004,15.648,0.060,V
2457720.69759,2016-11-28.1968451,be,1.53,17.742,13.474,0.004,15.649,0.061,V
2457721.79748,2016-11-29.2966740,be,1.47,17.561,13.457,0.005,15.897,0.073,V
2457725.70900,2016-12-03.2079818,be,1.66,17.740,13.483,0.004,15.509,0.062,V
2457728.74478,2016-12-06.2435917,be,1.51,17.867,13.474,0.004,15.639,0.055,V
2457732.77475,2016-12-10.2733469,be,1.58,17.460,13.474,0.006,15.639,0.080,V
2457738.76613,2016-12-16.2644304,be,1.55,17.347,13.476,0.006,15.613,0.088,V
2457740.64341,2016-12-18.1416171,be,1.54,17.558,13.481,0.005,15.541,0.073,V
2457743.80619,2016-12-21.3042526,be,1.54,17.661,13.475,0.005,15.628,0.066,V
2457746.76177,2016-12-24.2596984,be,1.52,17.584,13.475,0.005,15.634,0.071,V
2457749.73273,2016-12-27.2305328,be,1.64,17.865,13.483,0.004,15.520,0.055,V
2457752.63575,2016-12-30.1334290,be,1.59,17.659,13.499,0.005,15.293,0.066,V
2457754.80539,2017-01-01.3029870,be,1.50,18.012,13.486,0.003,15.477,0.048,V
2457757.74982,2017-01-04.2472976,be,1.48,17.821,13.488,0.004,15.446,0.057,V
2457760.68089,2017-01-07.1782627,be,1.64,17.570,13.490,0.005,15.416,0.072,V
2457761.82541,2017-01-08.3227450,be,1.50,17.836,13.487,0.004,15.463,0.056,V
2457762.58520,2017-01-09.0825121,be,1.50,16.977,13.488,0.009,15.445,0.124,V
2457764.57354,2017-01-11.0707976,be,1.47,16.939,13.486,0.009,15.467,0.129,V
2457766.75996,2017-01-13.2571435,be,1.56,16.842,13.503,0.010,15.226,0.141,V
2457768.79119,2017-01-15.2883209,be,1.61,17.103,13.489,0.008,15.423,0.111,V
2457770.73719,2017-01-17.2342666,be,1.67,17.516,13.497,0.005,15.311,0.076,V
2457771.67963,2017-01-18.1766805,be,1.53,17.633,13.491,0.005,15.393,0.068,V
2457772.58775,2017-01-19.0847872,be,1.47,17.467,13.463,0.005,15.799,0.079,V
2457774.59823,2017-01-21.0952122,be,1.42,17.824,13.489,0.004,15.423,0.057,V
2457775.66455,2017-01-22.1615156,be,1.54,17.761,13.484,0.004,15.497,0.060,V
2457778.70502,2017-01-25.2019269,be,1.49,17.649,13.482,0.005,15.530,0.067,V
2457780.62604,2017-01-27.1229168,be,1.39,17.614,13.487,0.005,15.452,0.069,V
2457781.65364,2017-01-28.1504914,be,1.45,17.522,13.462,0.005,15.811,0.075,V
2457783.60860,2017-01-30.1054321,be,1.44,17.594,13.498,0.005,15.296,0.070,V
2457785.63404,2017-02-01.1308480,be,1.56,17.602,13.465,0.005,15.770,0.070,V
2457787.71517,2017-02-03.2119576,be,1.73,17.604,13.505,0.005,15.198,0.070,V
2457791.64018,2017-02-07.1369372,be,1.54,17.207,13.505,0.007,15.197,0.101,V
2457794.82802,2017-02-10.3247600,be,1.59,16.544,13.450,0.013,15.990,0.185,V
2457796.65820,2017-02-12.1549465,be,1.50,16.358,13.492,0.016,15.382,0.220,V
2457797.71305,2017-02-13.2097975,be,1.54,17.063,13.495,0.008,15.347,0.115,V
2457799.75737,2017-02-15.2541157,be,1.48,17.039,13.478,0.008,15.578,0.117,V
2457800.66512,2017-02-16.1618689,be,1.49,17.383,13.498,0.006,15.300,0.085,V
2457801.58160,2017-02-17.0783517,be,1.61,17.638,13.488,0.005,15.444,0.068,V
2457803.55615,2017-02-19.0529112,be,1.50,17.750,13.484,0.004,15.492,0.061,V
2457805.65340,2017-02-21.1501799,be,1.48,17.684,13.484,0.005,15.498,0.065,V
2457807.61822,2017-02-23.1150211,be,1.42,17.642,13.457,0.005,15.882,0.067,V
2457816.66438,2017-03-04.1613232,be,1.53,17.747,13.482,0.004,15.526,0.061,V
2457818.55203,2017-03-06.0490100,be,1.73,17.368,13.455,0.006,15.916,0.087,V
2457822.67863,2017-03-10.1756976,be,1.49,16.828,13.479,0.010,15.570,0.143,V
2457823.61498,2017-03-11.1120766,be,1.51,16.986,13.461,0.008,15.834,0.123,V
2457826.66360,2017-03-14.1607754,be,1.44,16.823,13.464,0.010,15.788,0.143,V
2457827.59197,2017-03-15.0891753,be,1.53,17.189,13.471,0.007,15.690,0.102,V
2457830.73919,2017-03-18.2364892,be,1.45,17.193,13.467,0.007,15.737,0.102,V
2457831.72240,2017-03-19.2197296,be,1.52,17.485,13.447,0.005,16.029,0.078,V
2457832.72563,2017-03-20.2230017,be,1.57,17.357,13.468,0.006,15.733,0.088,V
2457833.72861,2017-03-21.2260050,be,1.45,17.324,13.494,0.006,15.357,0.090,V
2457834.71572,2017-03-22.2131520,be,1.55,17.683,13.482,0.005,15.534,0.065,V
2457835.61563,2017-03-23.1130957,be,1.50,17.553,13.458,0.005,15.868,0.073,V
2457837.67153,2017-03-25.1690704,be,1.51,17.724,13.497,0.004,15.315,0.062,V
2457840.54420,2017-03-28.0418564,be,1.48,17.803,13.473,0.004,15.657,0.058,V
2457844.68955,2017-04-01.1873686,be,1.52,17.652,13.494,0.005,15.359,0.067,V
2457845.65836,2017-04-02.1562160,be,1.61,17.425,13.496,0.006,15.322,0.082,V
2457846.68752,2017-04-03.1854182,be,1.56,17.620,13.490,0.005,15.417,0.069,V
2457850.68005,2017-04-07.1781324,be,1.61,16.835,13.504,0.010,15.216,0.142,V
2457852.48553,2017-04-08.9836951,be,1.66,17.207,13.458,0.007,15.876,0.100,V
2457855.62586,2017-04-12.1241700,be,1.57,17.015,13.471,0.008,15.680,0.120,V
2457856.52475,2017-04-13.0231067,be,1.48,16.635,13.458,0.012,15.870,0.170,V
2457857.53965,2017-04-14.0380560,be,1.45,17.475,13.480,0.005,15.550,0.078,V
2457867.51539,2017-04-24.0143049,be,1.49,17.864,13.493,0.004,15.369,0.055,V
2457873.50865,2017-04-30.0078899,be,1.60,17.352,13.507,0.006,15.174,0.088,V
2457877.53316,2017-05-04.0326181,be,1.46,17.390,13.468,0.006,15.725,0.085,V
2457880.53635,2017-05-07.0359775,be,1.98,17.303,13.486,0.006,15.474,0.092,V
2457883.58870,2017-05-10.0885017,be,1.57,16.629,13.472,0.012,15.669,0.171,V
2457889.56960,2017-05-16.0697372,be,1.48,17.596,13.475,0.005,15.630,0.070,V
2457893.55636,2017-05-20.0567179,be,1.75,17.617,13.488,0.005,15.437,0.069,V
2457895.52813,2017-05-22.0285991,be,1.46,17.404,13.508,0.006,15.162,0.084,V
2457901.53787,2017-05-28.0386686,be,2.00,17.483,13.490,0.005,15.420,0.078,V
2457903.52686,2017-05-30.0277646,be,1.46,17.562,13.488,0.005,15.440,0.072,V
2457904.49918,2017-05-31.0001421,be,1.61,17.517,13.486,0.005,15.470,0.076,V
2457910.50644,2017-06-06.0077171,be,1.51,17.188,13.493,0.007,15.373,0.102,V
2457911.49756,2017-06-06.9988887,be,1.52,16.993,13.497,0.009,15.309,0.122,V
2457915.49114,2017-06-10.9926697,be,1.60,17.189,13.482,0.007,15.522,0.102,V
2457923.46412,2017-06-18.9660408,be,1.47,17.637,13.472,0.005,15.676,0.068,V
2457925.45785,2017-06-20.9598607,be,1.74,16.937,13.466,0.009,15.754,0.129,V
2458000.91533,2017-09-04.4184836,be,1.58,16.733,13.471,0.011,15.691,0.156,V
2458003.90568,2017-09-07.4087668,be,1.50,16.962,13.479,0.009,15.569,0.126,V
2458007.89501,2017-09-11.3980028,be,1.74,17.448,13.490,0.006,15.407,0.080,V
2458014.90152,2017-09-18.4043206,be,1.42,17.032,13.460,0.008,15.840,0.118,V
2458015.88680,2017-09-19.3895702,be,1.67,17.393,13.498,0.006,15.307,0.085,V
2458017.88717,2017-09-21.3898756,be,1.56,17.285,13.527,0.007,14.892,0.093,V
2458019.87603,2017-09-23.3786687,be,1.44,17.407,13.466,0.006,15.753,0.084,V
2458022.88605,2017-09-26.3885710,be,1.53,17.665,13.483,0.005,15.510,0.066,V
2458023.87022,2017-09-27.3727097,be,1.47,17.580,13.481,0.005,15.548,0.071,V
2458029.84728,2017-10-03.3495379,be,1.68,17.367,13.493,0.006,15.375,0.087,V
2458033.83689,2017-10-07.3389665,be,1.53,17.014,13.491,0.008,15.398,0.120,V
2458038.86347,2017-10-12.3653174,be,1.49,17.335,13.489,0.006,15.434,0.089,V
2458040.82990,2017-10-14.3316483,be,1.82,17.813,13.478,0.004,15.579,0.058,V
2458041.83042,2017-10-15.3321128,be,1.80,17.431,13.490,0.006,15.413,0.082,V
2458043.82024,2017-10-17.3218354,be,1.64,17.535,13.479,0.005,15.568,0.074,V
2458053.78470,2017-10-27.2857716,be,1.71,17.722,13.471,0.004,15.686,0.063,V
2458055.78975,2017-10-29.2907179,be,2.42,17.663,13.502,0.005,15.241,0.066,V
2458056.78286,2017-10-30.2837768,be,1.40,17.625,13.467,0.005,15.747,0.068,V
2458067.78024,2017-11-10.2805348,be,1.47,17.540,13.479,0.005,15.574,0.074,V
2458068.77212,2017-11-11.2723560,be,1.47,17.467,13.495,0.006,15.348,0.079,V
2458069.78056,2017-11-12.2807442,be,1.42,17.387,13.508,0.006,15.163,0.085,V
2458070.77349,2017-11-13.2736099,be,1.47,17.408,13.506,0.006,15.193,0.083,V
2458071.73646,2017-11-14.2365258,be,1.47,17.455,13.474,0.006,15.641,0.080,V
2458072.72948,2017-11-15.2294909,be,1.47,17.740,13.485,0.004,15.487,0.061,V
2458073.77996,2017-11-16.2799053,be,1.48,17.543,13.491,0.005,15.404,0.074,V
2458075.80041,2017-11-18.3002437,be,1.68,17.687,13.490,0.005,15.418,0.065,V
2458076.81275,2017-11-19.3125260,be,1.58,17.473,13.478,0.005,15.583,0.079,V
2458079.71999,2017-11-22.2196017,be,1.56,17.556,13.491,0.005,15.401,0.073,V
2458080.72086,2017-11-23.2204116,be,1.47,17.556,13.495,0.005,15.350,0.073,V
2458081.75166,2017-11-24.2511513,be,1.66,17.543,13.481,0.005,15.535,0.074,V
2458082.80951,2017-11-25.3089450,be,1.56,17.521,13.505,0.005,15.206,0.075,V
2458086.77724,2017-11-29.2764425,be,1.64,17.594,13.475,0.005,15.621,0.070,V
2458092.72117,2017-12-05.2200498,be,1.47,16.925,13.492,0.009,15.385,0.130,V
2458095.79911,2017-12-08.2978399,be,1.46,17.201,13.476,0.007,15.613,0.101,V
2458097.77415,2017-12-10.2727715,be,1.49,17.458,13.463,0.005,15.798,0.080,V
2458099.72134,2017-12-12.2198531,be,1.58,17.493,13.475,0.005,15.625,0.077,V
2458103.80363,2017-12-16.3019375,be,1.49,17.655,13.482,0.005,15.533,0.067,V
2458106.79064,2017-12-19.2888056,be,1.46,17.373,13.514,0.006,15.080,0.086,V
2458108.81346,2017-12-21.3115244,be,1.95,17.584,13.495,0.005,15.350,0.071,V
2458111.76274,2017-12-24.2606799,be,1.47,17.608,13.496,0.005,15.328,0.069,V
2458118.63812,2017-12-31.1357695,be,1.49,16.932,13.499,0.009,15.284,0.129,V
2458119.64658,2018-01-01.1441865,be,1.57,16.875,13.484,0.010,15.495,0.136,V
2458121.74771,2018-01-03.2452406,be,1.51,16.765,13.488,0.011,15.447,0.151,V
2458153.70665,2018-02-04.2034238,be,1.47,17.321,13.474,0.006,15.641,0.090,V
2458157.74982,2018-02-08.2465726,be,1.48,17.578,13.493,0.005,15.376,0.071,V
2458158.68153,2018-02-09.1782780,be,1.38,17.575,13.464,0.005,15.795,0.072,V
2458159.67698,2018-02-10.1737221,be,1.42,17.596,13.484,0.005,15.502,0.070,V
2458160.62296,2018-02-11.1197118,be,1.44,17.556,13.470,0.005,15.699,0.073,V
2458161.63397,2018-02-12.1307197,be,1.35,17.401,13.477,0.006,15.594,0.084,V
2458162.69390,2018-02-13.1906427,be,1.40,17.412,13.443,0.006,16.097,0.083,V
2458163.68462,2018-02-14.1813659,be,1.42,17.700,13.478,0.004,15.584,0.064,V
2458164.65798,2018-02-15.1547309,be,1.49,17.476,13.469,0.005,15.716,0.078,V
2458165.59580,2018-02-16.0925547,be,1.41,17.506,13.477,0.005,15.606,0.076,V
2458166.59933,2018-02-17.0960888,be,1.39,17.529,13.462,0.005,15.810,0.075,V
2458168.57815,2018-02-19.0749210,be,1.45,17.810,13.487,0.004,15.460,0.058,V
2458171.64607,2018-02-22.1428629,be,1.45,17.453,13.466,0.006,15.756,0.080,V
2458172.70533,2018-02-23.2021285,be,1.50,17.435,13.470,0.006,15.699,0.081,V
2458173.73447,2018-02-24.2312803,be,1.45,17.391,13.459,0.006,15.865,0.085,V
2458174.58901,2018-02-25.0858293,be,1.45,17.377,13.445,0.006,16.068,0.086,V
2458176.72907,2018-02-27.2259209,be,1.52,16.684,13.468,0.011,15.734,0.163,V
2458179.77117,2018-03-02.268075,be,1.47,16.196,13.467,0.018,15.739,0.255,V
2458180.63419,2018-03-03.1311055,be,1.52,17.354,13.480,0.006,15.559,0.088,V
2458181.57933,2018-03-04.0762591,be,1.41,17.060,13.492,0.008,15.386,0.115,V
2458183.69994,2018-03-06.1969215,be,1.47,17.293,13.460,0.006,15.846,0.093,V
2458185.55250,2018-03-08.0495140,be,1.44,17.749,13.475,0.004,15.635,0.061,V
2458186.56737,2018-03-09.0644063,be,1.48,17.664,13.455,0.005,15.923,0.066,V
2458187.57803,2018-03-10.0750986,be,1.42,17.756,13.456,0.004,15.905,0.061,V
2458188.73718,2018-03-11.2342678,be,1.42,17.524,13.457,0.005,15.893,0.075,V
2458189.76267,2018-03-12.2597960,be,1.46,17.500,13.464,0.005,15.792,0.077,V
2458190.75783,2018-03-13.2549812,be,1.42,17.419,13.458,0.006,15.868,0.083,V
2458191.75722,2018-03-14.2543896,be,1.47,17.388,13.438,0.006,16.164,0.085,V
2458192.75212,2018-03-15.2493221,be,1.41,17.528,13.459,0.005,15.859,0.075,V
2458193.75135,2018-03-16.2485859,be,1.49,17.258,13.488,0.007,15.440,0.096,V
2458194.74680,2018-03-17.2440576,be,1.45,17.346,13.418,0.006,16.472,0.088,V
2458195.74560,2018-03-18.2428865,be,1.59,17.309,13.435,0.006,16.221,0.091,V
2458196.74097,2018-03-19.2382956,be,1.52,17.380,13.452,0.006,15.958,0.086,V
2458197.74032,2018-03-20.2376798,be,1.49,17.592,13.477,0.005,15.595,0.071,V
2458198.73538,2018-03-21.2327768,be,1.49,17.264,13.432,0.006,16.259,0.095,V
2458199.72668,2018-03-22.2241034,be,1.44,17.268,13.447,0.006,16.031,0.095,V
2458200.72974,2018-03-23.2271995,be,1.40,17.454,13.463,0.006,15.805,0.080,V
2458201.72867,2018-03-24.2261664,be,1.41,17.377,13.463,0.006,15.799,0.086,V
2458202.72403,2018-03-25.2215608,be,1.50,17.373,13.432,0.006,16.266,0.086,V
2458204.71839,2018-03-27.2159935,be,1.48,16.991,13.444,0.008,16.087,0.123,V
2458205.51155,2018-03-28.0091920,be,1.39,17.133,13.428,0.007,16.315,0.108,V
2458207.71180,2018-03-30.2095291,be,1.45,16.527,13.436,0.013,16.203,0.188,V
2458208.52853,2018-03-31.0262880,be,1.47,16.810,13.412,0.010,16.557,0.145,V
2458209.54650,2018-04-01.0443017,be,1.48,16.805,13.458,0.010,15.872,0.146,V
2458210.61207,2018-04-02.1099141,be,1.51,16.899,13.453,0.009,15.945,0.134,V
2458211.59524,2018-04-03.0931268,be,1.55,17.129,13.431,0.007,16.273,0.108,V
2458212.53286,2018-04-04.0307932,be,1.40,17.451,13.467,0.006,15.740,0.080,V
2458213.69607,2018-04-05.1940480,be,1.37,17.082,13.467,0.008,15.744,0.113,V
2458214.50792,2018-04-06.0059331,be,1.41,17.401,13.455,0.006,15.922,0.084,V
2458215.69037,2018-04-07.1884449,be,1.44,17.253,13.450,0.007,15.994,0.096,V
2458216.68581,2018-04-08.1839254,be,1.45,17.438,13.453,0.006,15.944,0.081,V
2458217.68512,2018-04-09.1832857,be,1.44,17.431,13.459,0.006,15.862,0.082,V
2458220.67086,2018-04-12.1691656,be,1.47,17.377,13.478,0.006,15.588,0.086,V
2458222.66910,2018-04-14.1675045,be,1.47,17.355,13.437,0.006,16.186,0.088,V
2458223.66870,2018-04-15.1671464,be,1.39,17.437,13.456,0.006,15.907,0.081,V
2458224.66375,2018-04-16.1622442,be,1.62,17.137,13.418,0.007,16.473,0.107,V
2458225.66307,2018-04-17.1616203,be,1.45,17.504,13.475,0.005,15.631,0.076,V
2458226.65834,2018-04-18.1569392,be,1.48,17.330,13.482,0.006,15.523,0.090,V
2458227.65764,2018-04-19.1562931,be,1.54,17.293,13.449,0.006,16.004,0.093,V
2458228.64851,2018-04-20.1472138,be,1.59,17.214,13.456,0.007,15.907,0.100,V
2458230.64871,2018-04-22.1475231,be,1.51,17.300,13.468,0.006,15.733,0.092,V
2458233.54670,2018-04-25.0456581,be,1.43,17.234,13.454,0.007,15.940,0.098,V
2458238.56653,2018-04-30.0657608,be,1.41,16.614,13.488,0.012,15.447,0.174,V
2458241.60829,2018-05-03.1076857,be,1.48,17.276,13.472,0.007,15.675,0.094,V
2458243.60641,2018-05-05.1059175,be,1.54,17.156,13.466,0.007,15.756,0.105,V
2458259.56030,2018-05-21.0607026,be,1.45,17.307,13.479,0.006,15.564,0.092,V
2458263.52121,2018-05-25.0218334,be,1.51,17.162,13.452,0.007,15.968,0.105,V
2458282.47416,2018-06-12.9757827,bi,1.59,18.139,13.800,0.004,10.966,0.040,g
2458284.47839,2018-06-14.9801017,bi,1.51,18.164,13.810,0.004,10.860,0.039,g
2458289.46367,2018-06-19.9656166,bi,1.55,17.915,13.794,0.005,11.024,0.050,g
2458293.44920,2018-06-23.9513268,bi,1.41,17.336,13.774,0.008,11.231,0.084,g
2458364.91494,2018-09-03.4181108,be,1.43,16.780,13.468,0.010,15.733,0.149,V
2458367.90816,2018-09-06.4112805,be,1.54,17.154,13.463,0.007,15.808,0.106,V
2458368.90465,2018-09-07.4077408,be,1.47,17.573,13.480,0.005,15.552,0.072,V
2458370.89789,2018-09-09.4009445,be,1.50,17.571,13.452,0.005,15.963,0.072,V
2458371.89416,2018-09-10.3971883,bi,1.49,17.929,13.775,0.005,11.219,0.049,g
2458372.89479,2018-09-11.3977928,be,1.41,17.668,13.481,0.005,15.544,0.066,V
2458377.88896,2018-09-16.3918239,be,1.57,17.658,13.472,0.005,15.670,0.066,V
2458383.88191,2018-09-22.3845859,bi,1.97,17.832,13.774,0.005,11.232,0.053,g
